id,image_name,height,width,resolution,if_fish,if_ruler,if_colorbar,relative_path,fish_number,non_specimen_objects,if_label,if_overlapping,specimen_angle,specimen_view,if_bent,landmark_failures_number,if_missing_parts,brightness,if_blur,if_color_issue,checked_flag,specimen_angled,specimen_viewing,color_issues,if_background_uniform,if_parts_visible,image_quality,label_detailed,if_each_fish_label,if_fins_folded,if_label_catalog_number_correct,if_label_name_correct,create_time,update_time,fixed_scientific_name,scientific_name
9dd5fde7-136a-421a-b954-076f7ac1911c,INHS_FISH_19869.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_19869.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,FALSE,5,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-07-21 21:09:02.125122-05,NULL,Lepomis humilis
31d3d5c3-70a5-4d1f-b000-6f2030ed25ee,INHS_FISH_19923.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_19923.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,6,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-07-21 21:10:37.818939-05,NULL,Lepomis humilis
09ea6f06-ea27-42ca-b1cc-a20d07bf3cbd,INHS_FISH_19668.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_19668.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 18:46:35.735482-05,NULL,Noturus flavus
55b17927-8f77-44fc-b0c1-35775de9394d,INHS_FISH_21140.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_21140.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 19:09:45.328074-05,NULL,Noturus flavus
4f6c55a9-1595-43ca-ade6-58ff9da794ad,INHS_FISH_98261.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_98261.jpg,1,no,TRUE,TRUE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,lefttop,Entire specimen is dark,FALSE,TRUE,7,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Noturus gyrinus
d92bbdd5-5c4a-4985-a25b-012ac0b090b6,INHS_FISH_9820.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_9820.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,NULL,NULL,NULL,NULL,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Notropis buccatus
f2c3adac-5f11-448a-8356-9a0cea68e9df,INHS_FISH_42619.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_42619.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Phenacobius mirabilis
dcd9eeed-665d-4976-89cc-47577d51a509,INHS_FISH_42735.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_42735.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Phenacobius mirabilis
493468a4-7ac0-4191-a3ef-1ae37297fa8b,INHS_FISH_21189.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_21189.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 19:14:30.582643-05,NULL,Noturus flavus
3ef6ca85-607a-45a4-9ec5-774000bf0ca2,INHS_FISH_22354.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_22354.jpg,1,tag,TRUE,TRUE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 19:40:09.288069-05,NULL,Noturus flavus
83c87993-4d4c-4316-85ee-5629e5a3a50f,INHS_FISH_22839.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_22839.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 20:35:55.132274-05,NULL,Noturus flavus
a8ef9be2-8212-467e-a575-d87125d74e8c,INHS_FISH_43199.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_43199.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-07-10 13:00:52.845303-05,NULL,Notropis atherinoides
c7e72c4b-0e1e-4962-9e9a-96a94757cca6,INHS_FISH_43211.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_43211.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-07-10 13:02:07.538114-05,NULL,Notropis atherinoides
26773e05-eb53-41a8-a62a-48692b780244,INHS_FISH_43127.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_43127.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
b1b05064-d459-4766-a29a-a35a96217372,INHS_FISH_43120.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_43120.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Phenacobius mirabilis
87fec364-0f20-4fbb-8da2-55ff1bcb0963,INHS_FISH_43218.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_43218.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
ab8a5eba-b2e8-490e-b921-b29c637ea88b,INHS_FISH_23270.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_23270.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 20:36:51.617605-05,NULL,Noturus flavus
cc283783-0630-4b7f-84e5-c6fffce11c35,INHS_FISH_23626.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_23626.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 20:52:54.613287-05,NULL,Noturus flavus
f9f4522d-a8d6-46b7-aa58-8feb72ffa34e,INHS_FISH_33583.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_33583.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
6f4d1343-326e-41d8-940c-d325006a5a3d,INHS_FISH_33867.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_33867.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,small white spots on specimen,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
322b1193-60fc-4371-87f1-4a15c9ea3e7d,INHS_FISH_36506.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_36506.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,8,left,none,TRUE,TRUE,9,detailed,TRUE,TRUE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
a76db5bf-b54b-4c63-a077-367ea615eab2,INHS_FISH_24611.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_24611.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 22:23:35.985614-05,NULL,Noturus flavus
ddbb792d-a8e0-47ae-a0c8-142d34bd002c,INHS_FISH_38759.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_38759.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Esox americanus
966f89e3-091f-4904-bf48-597fea1488ba,INHS_FISH_41182.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_41182.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Esox americanus
04bfae4a-1cde-4082-bf5f-4e231adb8b02,INHS_FISH_41337.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_41337.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Esox americanus
666dcafe-36c8-45ca-9f58-4fd61867e18f,INHS_FISH_41913.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_41913.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Esox americanus
37ec79b8-d01f-43ce-9155-b5161f5250f4,INHS_FISH_42444.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_42444.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Esox americanus
cdab1334-d638-4f83-ae85-b88178e2a16b,INHS_FISH_43170.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_43170.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Esox americanus
efbee88f-3ff8-418c-892c-f63d9489d18b,INHS_FISH_26400.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_26400.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 22:34:41.097454-05,NULL,Noturus flavus
48fdfded-ea72-4061-9397-256b316ee3c9,INHS_FISH_46364.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_46364.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
ce8d80b8-19e4-4b30-bc88-ecf104ba5745,INHS_FISH_48485.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_48485.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,small white spots over specimen,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
dda74b5c-1e74-43cd-a111-647f023c1ba2,INHS_FISH_48799.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_48799.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
e92f87d1-a87f-4ccc-8cab-0e2ce8eafa3a,INHS_FISH_49911.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_49911.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
95d6b966-eca5-4173-b3d1-b3d27df20e32,INHS_FISH_50353.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_50353.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,10,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
ebf97712-02f1-494d-b5e4-bfd6bd4fcbed,INHS_FISH_50503.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_50503.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
ff800de3-ba9f-4d7d-8cdc-f40925b9b764,INHS_FISH_50833.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_50833.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,TRUE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
da150944-12ce-47d5-abae-c8626eb62561,INHS_FISH_26816.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_26816.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 22:42:03.676296-05,NULL,Noturus flavus
a3a498dd-cb92-4c7f-9ea4-796bf5283689,INHS_FISH_28413.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_28413.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 22:56:21.886655-05,NULL,Noturus flavus
e3fc2b0c-19b3-4d7a-bdad-abec3f386beb,INHS_FISH_38695.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_38695.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Phenacobius mirabilis
e5cfb81f-f751-4d57-8f61-204445bf1c4a,INHS_FISH_44534.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_44534.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Lepomis macrochirus
2653283e-3fed-4320-a8d1-0e9f791efdb3,INHS_FISH_44433.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_44433.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Gambusia affinis
b5f58ecb-0d4d-43ed-9074-991604e7c3ee,INHS_FISH_44661.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_44661.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,TRUE,TRUE,9,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-18 07:04:47.323223-05,NULL,Gambusia affinis
42a1c797-b0c2-4b2e-bec7-fba128a60b3d,INHS_FISH_30570.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_30570.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 23:19:16.627413-05,NULL,Noturus flavus
c825e332-2bca-4f89-991f-b2339ac97389,INHS_FISH_30815.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_30815.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 23:31:13.632284-05,NULL,Noturus flavus
52bc94a3-3687-4e19-a21f-d1c5ec2347fd,INHS_FISH_30915.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_30915.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 23:44:58.919368-05,NULL,Noturus flavus
8ea175fc-3b24-4384-9cc1-6ef200955434,INHS_FISH_32190.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_32190.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-29 23:59:39.762731-05,NULL,Noturus flavus
c9a1cb3b-bbf3-4f46-bef5-17571c17f003,INHS_FISH_33638.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_33638.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-30 00:16:34.901851-05,NULL,Noturus flavus
63467637-6a58-40f4-b1fd-440b7895c3b9,INHS_FISH_36394.jpg,4016,6016,NULL,TRUE,TRUE,FALSE,/INHS/INHS_FISH_36394.jpg,1,no,TRUE,FALSE,NULL,NULL,FALSE,NULL,FALSE,normal,TRUE,NULL,TRUE,9,left,none,FALSE,TRUE,8,detailed,TRUE,FALSE,TRUE,TRUE,2020-06-18 07:04:46.913199-05,2020-06-30 00:24:42.0204-05,NULL,Noturus flavus
